CompanyLocationID,CompanyID,CompanyName,CompanyDescription,CompanyLocationDescription,secuirtycheckpoint,Hours,CompanyURL,AirlineCode,Terminal,Location,Categories,urlLogoImage,urlFrontImage,urlMenuDoc,AirportName,LocationPhone,CompanyLocationLastUpdated,CompanyLastUpdated,AddressLastUpdated,Lat,Long,Address,City,Zip,ProcessDate
1705,1141,Bliss,,"Everything the traveler needs to feel good. Bath and spa products from Bliss, from sunscreens to soaps to soothing lotions for all skin types.  ",1,,,,TBIT,South Concourse,GIFT SHOPS AND NEWS STANDS,,,,LAX,(424) 750-9001,2018-02-02 07:25:31.440000000,,,33.94112,-118.41034,380 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1724,1160,Michael Kors,,"The top rung on the fashion ladder these days belongs to superstar American designer Michael Kors. His fashion-forward handbags and accessories virtually call to passersby from this bright and appealing store. Sexy, curved glass enclosures and a bold marq",1,,,,TBIT,Great Hall,GIFT SHOPS AND NEWS STANDS,,,,LAX,424-800-2274,2018-02-02 07:23:28.373000000,,,33.94346443,-118.41043628,380 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1701,1137,Fred Segal,,"The ivy-covered façade alerts you that you are about to enter the airport outpost of Fred Segal’s high end department store, one of the top LA haunts of A-list celebrities shopping for anything from high fashion to funky retro duds, kids wear to home good",1,,,,TBIT,Great Hall,GIFT SHOPS AND NEWS STANDS,,,,LAX,310-646-1770,2018-02-02 07:22:03.317000000,,,33.94331523,-118.41036513,380 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
444,292,ICE Currency Exchange Kiosk,Located in LAX  airport., ,,,,,Terminal 2,Arrival Level,"BUSINESS SERVICES, INSURANCE, CURRENCY EXCHANGE",,,,LAX,310-646-5818,2017-08-09 15:54:52.437000000,,,33.94533676,-118.40407122,200 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1919,1355,Shake Shack,,Shake Shack grills up 100% all-natural Angus beef and crinkle cut fries.,1,,,,Terminal 3,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-307-7499,2018-02-05 07:46:42.297000000,2017-06-27 15:45:47.153000000,,33.946675560497454,-118.4074050288408,,,,04/22/2018 12:00:01 AM
1938,1374,Panda Express ,,"Panda express is well known for its teriyaki chicken, egg rolls, fried rice and other Asian favorites.",1,,,,Terminal 3,,FOOD AND BEVERAGE FACILITIES,,,,LAX,,2018-02-05 07:45:17.640000000,2017-12-28 09:46:09.577000000,,,,,,,04/22/2018 12:00:01 AM
1937,1373,Earthbar ,,"Earthbar offers healthy snacks, smoothies, and grab & go food options.",1,,,,Terminal 3,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,,2018-02-05 07:42:02.593000000,2017-12-28 09:43:39.663000000,,,,,,,04/22/2018 12:00:01 AM
1738,1174,DFS Duty Free,,DFS Duty Free offers a variety of products for travelers. Domestic passengers are invited to purchase everything but liquor and tobacco.,1,,,,Terminal 3,Departure Level,DUTY FREE SHOPS,,,,LAX,(310) 348-2606,2018-02-05 07:41:08.100000000,,,33.94604109949319,-118.40719498035668,300 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1898,1334,Peet's Coffee,,"Peet's is well known for their fresh roasted, dark roast.",1,,,,Terminal 3,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,213-235-0264,2018-02-05 07:24:29.963000000,,,33.945832263507256,-118.40735809018304,,,,04/22/2018 12:00:01 AM
1899,1335,Angel City Brewery,,Enjoy a craft brew before your flight at the Angel City Brewery.,1,,,,Terminal 3,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,,2018-02-05 07:23:57.727000000,,,33.945764398874346,-118.40732188036134,,,,04/22/2018 12:00:01 AM
1803,1239,Starbucks      ,,"Starbucks is an internationally known coffee shop offering drinks, snacks, and to-go items.",1,,,,Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-646-4680,2018-02-05 07:17:32.123000000,,,33.94651383,-118.40416333,200 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1829,1265,SeaLegs Wine Bar,,Sealegs dishes up bar bites and a range of farm fresh salads and sandwiches.,1,,,,Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,(424) 227-8295,2018-02-05 07:16:52.750000000,,,33.94671256,-118.40412673,200 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1834,1270,CNBC Express,,Grab a last-minute snack at the CNBC Kiosk.,1,,,,Terminal 2,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,424-277-3767,2018-02-05 07:16:14.160000000,,,33.946524143775264,-118.40409084999999,200 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1877,1313,Ciabatta Bar,,"Ciabatta Bar offers sandwiches, pasta, and more.",1,,,,Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,424-702-4593,2018-02-05 07:15:27.227000000,,,33.94627616362405,-118.40429634859254,200 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1818,1254,BUILT (Custom Burgers),,BUILT features fully customizable burgers.,1,,,,Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,(310) 301-9008,2018-02-05 07:09:29.463000000,,,33.94630253,-118.40422743,200 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1823,1259,Fresh Brothers Pizza & Sandwiches,,"Fresh Brothers serves up pizzas, chicken wings, and salads.",1,,,,Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,(424) 702-4593,2018-02-05 07:05:06.863000000,,,33.94621768,-118.40423871,200 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1889,1325,Univision,,"Shop for souvenirs, snacks, and more at Univision.",1,,,,Terminal 2,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,424-277-3780,2018-02-05 07:03:46.367000000,,,33.9464630682438,-118.40394229700257,200 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1805,1241,Univision,,"Shop for souvenirs, snacks, and more at Univision.",0,,,,Terminal 2,Arrival Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,(424) 277-3763,2018-02-05 07:03:33.483000000,,,33.94547285,-118.40364877,200 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1830,1266,SLAPFISH Modern Seafood Shack,,"Slapfish serves up a variety of seafood including: clam chowder, lobster rolls, fish & chips, and more.",1,,,,Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-646-1770,2018-02-05 06:59:21.410000000,,,33.94632636,-118.40400555,200 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1812,1248,In Motion,,InMotion Entertainment offers the latest electronics and mobile accessories.,1,,,,Terminal 2,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,(310) 645-0240,2018-02-05 06:57:04.633000000,,,33.946153058679584,-118.40388163722139,200 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1813,1249,SPANX,,"Shop for shapewear, hosiery, apparel, and more at Spanx.",1,,,,Terminal 2,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,(424) 277-3767,2018-02-05 06:54:25.163000000,,,33.94624973297926,-118.4038946248935,200 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1828,1264,Pick Up Stix,,Pick Up Stix features a range of Asian comfort food.,1,,,,Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,(310)301-9008,2018-02-05 06:53:42,,,33.94617994,-118.40416421,200 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1827,1263,CNBC Smartshop,,"Shop for last minute souvenirs, medicine, or snacks at CNBC News.",1,,,,Terminal 2,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,424-277-3771,2018-02-05 06:53:00.877000000,,,33.94598022770159,-118.4042035855573,200 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1861,1297,Barney's Beanery,,"Barney's Beanery features bar bites, burgers, Mexican, and much more.",1,,,,Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-646-1770,2018-02-05 06:52:17.287000000,,,33.94590948,-118.40407631,200 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1627,1063,ICE Currency Exchange Kiosk,,,0,,,,Terminal 6,Departure Level,"BUSINESS SERVICES, CURRENCY EXCHANGE",,,,LAX,(310) 642-1899,2017-08-09 15:30:11.330000000,,,33.94116996,-118.40204648,600 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1606,1050,DFS Duty Free,,DFS Duty Free offers a variety of products for travelers. Domestic passengers are invited to purchase everything but liquor and tobacco.,1,,,,Terminal 2,Departure Level,DUTY FREE SHOPS,,,,LAX,(310) 348-2642,2018-02-05 06:50:18.743000000,,,33.945992314935175,-118.40391363152048,200 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1797,1233,The Coffee Bean & Tea Leaf,,"The Coffee Bean & Tea Leaf has an assortment of specialty coffee and blended coffee drinks, as well as tea and baked goods.",0,,,,TBIT,Arrival Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-646-1770,2018-02-05 06:46:11.627000000,2017-08-09 13:48:44.227000000,,33.94373286,-118.40862114,380 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1810,1246,The Coffee Bean & Tea Leaf,,"The Coffee Bean & Tea Leaf has an assortment of specialty coffee and blended coffee drinks, as well as tea and baked goods.",0,,,,Terminal 5,Arrival Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-337-1011,2018-02-05 06:45:46.080000000,2017-08-09 13:47:18.377000000,,33.942569137209006,-118.40457529833009,500 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1692,1128,The Coffee Bean & Tea Leaf,,"The Coffee Bean & Tea Leaf has an assortment of specialty coffee and blended coffee drinks, as well as tea and baked goods.",1,,,,Terminal 5,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,(310) 337-1011,2018-02-05 06:45:04.217000000,2017-08-09 13:47:39.457000000,,33.941555,-118.404345,500 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1637,1073,The Coffee Bean & Tea Leaf,,"The Coffee Bean & Tea Leaf has an assortment of specialty coffee and blended coffee drinks, as well as tea and baked goods.",1,,,,Terminal 8,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-462-1537,2018-02-05 06:44:43.680000000,2017-08-09 13:47:59.113000000,,33.942725,-118.397345,800 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1906,1342,The Coffee Bean and Tea Leaf,,"The Coffee Bean & Tea Leaf has an assortment of specialty coffee and blended coffee drinks, as well as tea and baked goods.",1,,,,Terminal 1,,FOOD AND BEVERAGE FACILITIES,,,,LAX,866-800-1178,2018-02-05 06:44:21.240000000,2016-12-07 14:36:48.573000000,,33.946943678238576,-118.40116084625413,100 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1893,1329,California Pizza Kitchen,,"California Pizza Kitchen offers a variety of pizzas, sandwiches, and breakfast options.
",1,,,,Terminal 1,,FOOD AND BEVERAGE FACILITIES,,,,LAX,,2018-02-05 06:43:12.987000000,,,33.94692587791678,-118.401136706373,,,,04/22/2018 12:00:01 AM
1854,1290,Brookstone,,"Featuring electronics, toys, travel accessories and more, there's something for everyone in Brookstone's eclectic shop.",1,,,,Terminal 1,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,310-641-1033,2018-02-05 06:42:24.343000000,,,33.946843038080694,-118.4011666760922,100 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1918,1354,I Love LA ,,"I Love LA offers airport shoppers a wide variety of items such as souvenirs, beverages, magazines, and more at reasonable prices.",1,,,,TBIT,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,323-994-0299,2018-02-05 06:41:44.110000000,2017-06-21 09:54:56.710000000,,,,,,,04/22/2018 12:00:01 AM
1934,1370,Viva Aerobus,,,0,,www.vivaaerobus.com/en,,Terminal 6,Departure Level,AIR CARRIER,,,,LAX,(888) 935-9848,2017-12-15 13:59:09.650000000,2017-12-15 13:59:09.647000000,,,,600 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1922,1358,Xiamen Airlines,,,0,,www.xiamen.com,,TBIT,Departure Level,AIR CARRIER,,,,LAX,(800) 629-5557,2017-11-28 12:40:19.807000000,2017-07-11 08:42:42.387000000,,,,380 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1926,1362,Food & Bounty,,,1,,,,Terminal 4,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-307-7522,2017-10-02 11:45:42.743000000,2017-10-02 11:44:34.983000000,,,,,,,04/22/2018 12:00:01 AM
1318,830,United Express Airlines,All United Express passengers with Paper Tickets and Non Ticketed passengers check in at Terminal 8.,,0,,www.united.com,,Terminal 8,,AIR CARRIER,,,,LAX,(800) 241-6522,2017-08-29 08:13:19.310000000,2017-08-29 08:13:10.273000000,,,,800 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1060,559,United Express,"All United Express Passengers with E-Tickets, check-in at Terminal 7.", ,0,,www.united.com,,Terminal 7,,AIR CARRIER,,,,LAX,,2017-08-29 08:12:51.040000000,2017-08-29 08:12:43.983000000,,,,700 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1066,651,United Airlines,"All United Premier, First Class, and Business Class passengers check- in at Terminal 6","All United Premier, First Class and Business Class passengers check-in at Terminal 6",0,,www.united.com,,Terminal 6,,AIR CARRIER,,,,LAX,(310) 342-9509,2017-08-29 08:11:37.853000000,2017-08-29 08:11:27.663000000,,,,600 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1317,829,United Airlines,All United Airlines passengers with Paper Tickets and Non Ticketed passengers check-in at Terminal 8.,,0,,www.united.com,,Terminal 8,,AIR CARRIER,,,,LAX,(800) 241-6522,2017-08-29 08:11:11.413000000,2017-08-29 08:11:02.860000000,,,,800 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1245,765,United Airlines,"All United Airlines passengers with ""E Tickects"" check-in at Terminal 7.",,0,,www.united.com,,Terminal 7,,AIR CARRIER,,,,LAX,(310) 342-9509,2017-08-29 08:09:31.873000000,2017-08-29 08:09:21.803000000,,,,700 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
449,292,ICE Currency Exchange Kiosk,Located in LAX  airport., ,,,,,Terminal 4,Departure Level,"BUSINESS SERVICES, INSURANCE, CURRENCY EXCHANGE",,,,LAX,310-646-2929,2017-08-09 15:58:03.827000000,,,33.941473,-118.406727,400 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
447,292,ICE Currency Exchange Kiosk,Located in LAX  airport., ,0,,,,Terminal 3,Departure Level,"BUSINESS SERVICES, INSURANCE, CURRENCY EXCHANGE",,,,LAX,(310) 646-0553,2017-08-09 15:57:11.170000000,,,33.94578042,-118.4072246,300 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
450,292,ICE Currency Exchange Kiosk,Located in LAX  airport., ,0,,,,Terminal 7,Departure Level,"BUSINESS SERVICES, INSURANCE, CURRENCY EXCHANGE",,,,LAX,(310) 646-7934,2017-08-09 14:46:54.667000000,,,33.941507,-118.399652,700 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1799,1235,Wolfgang Puck Express,,"Wolfgang Puck Express features Wolfgang's most popular dishes in a fast-casual setting with affordable prices. The menu features Wolfgang Puck's hand-crafted gourmet pizzas, sandwiches, soups, fresh salads and other Wolfgang Puck classics. ",1,,,,Terminal 7,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-654-6951,2017-08-09 14:04:19.867000000,,,33.941327,-118.39979,700 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1682,1118,800 Degrees Pizza,,"800 Degrees Pizza – a Los Angeles based concept – offers traditional Neapolitan pizza baked in an 800 degree real wood-burning oven. Passengers can order from a few favorite combinations, or can personalize their pizza and create their own masterpiece!",1,"M-F  8:00am - 7:00pm
S-Su 10:00am - 4:00pm",,,TBIT,Great Hall - Food Court,FOOD AND BEVERAGE FACILITIES,,,,LAX,(310) 258-9541,2017-08-03 09:22:30.143000000,,,33.94385039,-118.41019519,380 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1816,1252,ICE Currency Exchange Kiosk,,,0,,,,TBIT,Ticketing Level,"BUSINESS SERVICES, CURRENCY EXCHANGE",,,,LAX,(310) 646-1950,2017-08-01 08:59:43.843000000,,,33.94374858,-118.40854606,380 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1808,1244,Hudson Newsstand (Gate 31A),,,1,,,,Terminal 3,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,310-646-1770,2017-08-01 08:59:42.357000000,,,33.946237,-118.407583,300 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1626,1062,ICE Currency Exchange Kiosk,,,0,,,,Terminal 5,Departure Level,"BUSINESS SERVICES, CURRENCY EXCHANGE",,,,LAX,(310) 348-1725,2017-08-01 08:59:08.463000000,,,33.941984,-118.404579,500 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
454,292,ICE Currency Exchange Kiosk,Located in LAX  airport., ,,,,,Terminal 6,Arrival Level,"BUSINESS SERVICES, INSURANCE, CURRENCY EXCHANGE",,,,LAX,310-646-7761,2017-08-01 08:57:59.990000000,,,,,600 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
452,292,ICE Currency Exchange Kiosk,Located in LAX  airport., ,0,,,,Terminal 2,Departure Level,"BUSINESS SERVICES, INSURANCE, CURRENCY EXCHANGE",,,,LAX,310-642-9225,2017-08-01 08:57:59.813000000,,,33.94585952,-118.40391666,200 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
451,292,ICE Currency Exchange Kiosk,Located in LAX  airport., ,,,,,TBIT,North Concourse,"BUSINESS SERVICES, INSURANCE, CURRENCY EXCHANGE",,,,LAX,310-417-0364,2017-08-01 08:57:59.670000000,,,33.94397816,-118.40869457,380 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1872,1308,Thomas Cook Airlines,,,0,,,,Terminal 6,Departure Level,AIR CARRIER,,,,LAX,(855) 759-3665,2017-07-10 14:26:28.013000000,2017-07-10 14:26:20.350000000,,,,600 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1617,1003,Virgin Australia,Virgin Australia passengers check-in at Terminal 2. Passengers will be bused from Terminal 2 to the Tom Bradley International Terminal (Terminal B) for departure. Arriving passengers may be met at Terminal B.,Passengers will check in at Terminal 2; walk to Terminal B where flights depart/arrive,0,,www.virginaustralia.com,,Terminal 2,Departure Level,AIR CARRIER,,,,LAX,(855) 253-8021,2017-07-10 14:19:10.123000000,2017-07-10 14:19:02.903000000,,,,200 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1869,1305,Southwest Int'l,,International passengers check in at Terminal 1; will be bused to Terminal B where international flights depart/arrive,0,,www.southwest.com,,TBIT,Departure Level,AIR CARRIER,,,,LAX,(800) 435-9792,2017-07-10 14:18:12.883000000,2017-07-10 14:18:01.140000000,,,,380 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1824,1260,Ethiopian Airlines,,passengers check in at Terminal 6 where flights depart; arrive at Terminal B,0,,www.ethiopianairlines.com,,Terminal 6,Departure Level,AIR CARRIER,,,,LAX,(800) 445-2733,2017-07-10 14:17:20.007000000,2017-07-10 14:17:12.800000000,,,,,,,04/22/2018 12:00:01 AM
1911,1347,Austrian Airlines,,passengers will check in at Terminal B where flights depart; arrivals at Terminal 6,0,,www.austrian.com,,TBIT,Departure Level,AIR CARRIER,,,,LAX,(800) 843-0002,2017-07-10 14:16:43.350000000,2017-07-10 14:16:36.240000000,,,,380 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
1736,1172,Norwegian Air Shuttle,,,0,,www.norwegian.com/us/,,TBIT,Departure Level,AIR CARRIER,,,,LAX,(800) 357-4159,,2017-02-10 09:52:34.797000000,,,,380 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
517,339,LATAM,Located in Tom Bradley International Terminal (TBIT)., ,,,www.latam.com,LA,TBIT,,AIR CARRIER,,,,LAX,(310) 646-1954,,2016-12-21 10:45:49.027000000,,,,380 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
526,346,LAX Two Corp.,Management corp. at LAX., ,,,,,Terminal 2,,MISCELLANEOUS,,,,LAX,(310) 417-0392,,,,,,,,,04/22/2018 12:00:01 AM
551,361,Air Berlin,, ,,,www.airberlin.com,LT,TBIT,,"AIR CARRIER, ALL CARGO AIRLINES",,,,LAX,(917) 261-3165,,,,,,380 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
334,222,EVA Air,Located in Tom Bradley International Terminal (TBIT)., ,0,,www.evaair.com.tw,BR,TBIT,,AIR CARRIER,,,,LAX,(800) 695-1188,,,,,,"380 World Way, Box N-25",Los Angeles,90045,04/22/2018 12:00:01 AM
376,240,First Aid Station,Located in Tom Bradley International Terminal., ,,,,,TBIT,Departure Level,MEDICAL FACILITIES/MUNICIPAL AGENCIES,,,,LAX,(310) 215-6000,,,,,,,,,04/22/2018 12:00:01 AM
40,27,Air China,, ,0,,www.airchina.com.cn,AC,TBIT,,AIR CARRIER,,,,LAX,(310) 215-1188,,,,,,380 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
43,28,Air France,, ,1,,www.airfrance.com,AF,TBIT,,AIR CARRIER,,,,LAX,(310) 646-0035,,,,,,380 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
50,32,Air New Zealand,, ,0,,www.airnz.com,NZ,TBIT,,AIR CARRIER,,,,LAX,(310) 646-3069,,,,,,380 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
924,33,Fiji Airways,Located in Tom Bradley International Terminal (TBIT)., ,,,www.fijiairways.com,FJ,TBIT,,AIR CARRIER,,,,LAX,(866) 767-2247,,,,,,380 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
56,35,Air Tahiti Nui,Located in Tom Bradley International Terminal (TBIT)., ,,,www.airtahitinui-usa.com,,TBIT,,AIR CARRIER,,,,LAX,(310) 258-9913,,,,,,380 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
71,49,Airport Terminal Services,, ,,,,,Terminal 3,T-3,GROUND HANDLING SERVICES/AIRCRAFT SERVICES,,,,LAX,(310) 646-2297,,,,,,300 World Way,Los Angeles,90045,04/22/2018 12:00:01 AM
