1738,DFS Duty Free,NULL,DFS Duty Free offers a variety of products for travelers. Domestic passengers are invited to purchase everything but liquor and tobacco.,Terminal 3,Departure Level,DUTY FREE SHOPS,(310) 348-2606,33.94604109949319,-118.40719498035668
1898,Peet's Coffee,NULL,"Peet's is well known for their fresh roasted, dark roast.",Terminal 3,Departure Level,FOOD AND BEVERAGE FACILITIES,213-235-0264,33.945832263507256,-118.40735809018304
1899,Angel City Brewery,NULL,Enjoy a craft brew before your flight at the Angel City Brewery.,Terminal 3,Departure Level,FOOD AND BEVERAGE FACILITIES,NULL,33.945764398874346,-118.40732188036134
1803,Starbucks      ,NULL,"Starbucks is an internationally known coffee shop offering drinks, snacks, and to-go items.",Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,310-646-4680,33.94651383,-118.40416333
1829,SeaLegs Wine Bar,NULL,Sealegs dishes up bar bites and a range of farm fresh salads and sandwiches.,Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,(424) 227-8295,33.94671256,-118.40412673
1834,CNBC Express,NULL,Grab a last-minute snack at the CNBC Kiosk.,Terminal 2,Departure Level,GIFT SHOPS AND NEWS STANDS,424-277-3767,33.946524143775264,-118.40409084999999
1877,Ciabatta Bar,NULL,"Ciabatta Bar offers sandwiches, pasta, and more.",Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,424-702-4593,33.94627616362405,-118.40429634859254
1818,BUILT (Custom Burgers),NULL,BUILT features fully customizable burgers.,Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,(310) 301-9008,33.94630253,-118.40422743
1823,Fresh Brothers Pizza & Sandwiches,NULL,"Fresh Brothers serves up pizzas, chicken wings, and salads.",Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,(424) 702-4593,33.94621768,-118.40423871
1889,Univision,NULL,"Shop for souvenirs, snacks, and more at Univision.",Terminal 2,Departure Level,GIFT SHOPS AND NEWS STANDS,424-277-3780,33.9464630682438,-118.40394229700257
1805,Univision,NULL,"Shop for souvenirs, snacks, and more at Univision.",Terminal 2,Arrival Level,GIFT SHOPS AND NEWS STANDS,(424) 277-3763,33.94547285,-118.40364877
1830,SLAPFISH Modern Seafood Shack,NULL,"Slapfish serves up a variety of seafood including: clam chowder, lobster rolls, fish & chips, and more.",Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,310-646-1770,33.94632636,-118.40400555
1812,In Motion,NULL,InMotion Entertainment offers the latest electronics and mobile accessories.,Terminal 2,Departure Level,GIFT SHOPS AND NEWS STANDS,(310) 645-0240,33.946153058679584,-118.40388163722139
1813,SPANX,NULL,"Shop for shapewear, hosiery, apparel, and more at Spanx.",Terminal 2,Departure Level,GIFT SHOPS AND NEWS STANDS,(424) 277-3767,33.94624973297926,-118.4038946248935
1828,Pick Up Stix,NULL,Pick Up Stix features a range of Asian comfort food.,Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,(310)301-9008,33.94617994,-118.40416421
1827,CNBC Smartshop,NULL,"Shop for last minute souvenirs, medicine, or snacks at CNBC News.",Terminal 2,Departure Level,GIFT SHOPS AND NEWS STANDS,424-277-3771,33.94598022770159,-118.4042035855573
1861,Barney's Beanery,NULL,"Barney's Beanery features bar bites, burgers, Mexican, and much more.",Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,310-646-1770,33.94590948,-118.40407631
1627,ICE Currency Exchange Kiosk,NULL,NULL,Terminal 6,Departure Level,"BUSINESS SERVICES, CURRENCY EXCHANGE",(310) 642-1899,33.94116996,-118.40204648
1606,DFS Duty Free,NULL,DFS Duty Free offers a variety of products for travelers. Domestic passengers are invited to purchase everything but liquor and tobacco.,Terminal 2,Departure Level,DUTY FREE SHOPS,(310) 348-2642,33.945992314935175,-118.40391363152048
1797,The Coffee Bean & Tea Leaf,NULL,"The Coffee Bean & Tea Leaf has an assortment of specialty coffee and blended coffee drinks, as well as tea and baked goods.",TBIT,Arrival Level,FOOD AND BEVERAGE FACILITIES,310-646-1770,33.94373286,-118.40862114
1810,The Coffee Bean & Tea Leaf,NULL,"The Coffee Bean & Tea Leaf has an assortment of specialty coffee and blended coffee drinks, as well as tea and baked goods.",Terminal 5,Arrival Level,FOOD AND BEVERAGE FACILITIES,310-337-1011,33.942569137209006,-118.40457529833009
1692,The Coffee Bean & Tea Leaf,NULL,"The Coffee Bean & Tea Leaf has an assortment of specialty coffee and blended coffee drinks, as well as tea and baked goods.",Terminal 5,Departure Level,FOOD AND BEVERAGE FACILITIES,(310) 337-1011,33.941555,-118.404345
1637,The Coffee Bean & Tea Leaf,NULL,"The Coffee Bean & Tea Leaf has an assortment of specialty coffee and blended coffee drinks, as well as tea and baked goods.",Terminal 8,Departure Level,FOOD AND BEVERAGE FACILITIES,310-462-1537,33.942725,-118.397345
1906,The Coffee Bean and Tea Leaf,NULL,"The Coffee Bean & Tea Leaf has an assortment of specialty coffee and blended coffee drinks, as well as tea and baked goods.",Terminal 1,NULL,FOOD AND BEVERAGE FACILITIES,866-800-1178,33.946943678238576,-118.40116084625413
1893,California Pizza Kitchen,NULL,"California Pizza Kitchen offers a variety of pizzas, sandwiches, and breakfast options.
",Terminal 1,NULL,FOOD AND BEVERAGE FACILITIES,NULL,33.94692587791678,-118.401136706373
1854,Brookstone,NULL,"Featuring electronics, toys, travel accessories and more, there's something for everyone in Brookstone's eclectic shop.",Terminal 1,Departure Level,GIFT SHOPS AND NEWS STANDS,310-641-1033,33.946843038080694,-118.4011666760922
1918,I Love LA ,NULL,"I Love LA offers airport shoppers a wide variety of items such as souvenirs, beverages, magazines, and more at reasonable prices.",TBIT,Departure Level,FOOD AND BEVERAGE FACILITIES,323-994-0299,NULL,NULL
1934,Viva Aerobus,NULL,NULL,Terminal 6,Departure Level,AIR CARRIER,(888) 935-9848,NULL,NULL
1922,Xiamen Airlines,NULL,NULL,TBIT,Departure Level,AIR CARRIER,(800) 629-5557,NULL,NULL
1926,Food & Bounty,NULL,NULL,Terminal 4,Departure Level,FOOD AND BEVERAGE FACILITIES,310-307-7522,NULL,NULL
1318,United Express Airlines,All United Express passengers with Paper Tickets and Non Ticketed passengers check in at Terminal 8.,NULL,Terminal 8,NULL,AIR CARRIER,(800) 241-6522,NULL,NULL
1060,United Express,"All United Express Passengers with E-Tickets, check-in at Terminal 7.",NULL,Terminal 7,NULL,AIR CARRIER,NULL,NULL,NULL
1066,United Airlines,"All United Premier, First Class, and Business Class passengers check- in at Terminal 6","All United Premier, First Class and Business Class passengers check-in at Terminal 6",Terminal 6,NULL,AIR CARRIER,(310) 342-9509,NULL,NULL
1317,United Airlines,All United Airlines passengers with Paper Tickets and Non Ticketed passengers check-in at Terminal 8.,NULL,Terminal 8,NULL,AIR CARRIER,(800) 241-6522,NULL,NULL
1245,United Airlines,"All United Airlines passengers with ""E Tickects"" check-in at Terminal 7.",NULL,Terminal 7,NULL,AIR CARRIER,(310) 342-9509,NULL,NULL
449,ICE Currency Exchange Kiosk,Located in LAX  airport.,NULL,Terminal 4,Departure Level,"BUSINESS SERVICES, INSURANCE, CURRENCY EXCHANGE",310-646-2929,33.941473,-118.406727
447,ICE Currency Exchange Kiosk,Located in LAX  airport.,NULL,Terminal 3,Departure Level,"BUSINESS SERVICES, INSURANCE, CURRENCY EXCHANGE",(310) 646-0553,33.94578042,-118.4072246
450,ICE Currency Exchange Kiosk,Located in LAX  airport.,NULL,Terminal 7,Departure Level,"BUSINESS SERVICES, INSURANCE, CURRENCY EXCHANGE",(310) 646-7934,33.941507,-118.399652
1799,Wolfgang Puck Express,NULL,"Wolfgang Puck Express features Wolfgang's most popular dishes in a fast-casual setting with affordable prices. The menu features Wolfgang Puck's hand-crafted gourmet pizzas, sandwiches, soups, fresh salads and other Wolfgang Puck classics. ",Terminal 7,Departure Level,FOOD AND BEVERAGE FACILITIES,310-654-6951,33.941327,-118.39979
1682,800 Degrees Pizza,NULL,"800 Degrees Pizza – a Los Angeles based concept – offers traditional Neapolitan pizza baked in an 800 degree real wood-burning oven. Passengers can order from a few favorite combinations, or can personalize their pizza and create their own masterpiece!",TBIT,Great Hall - Food Court,FOOD AND BEVERAGE FACILITIES,(310) 258-9541,33.94385039,-118.41019519
1816,ICE Currency Exchange Kiosk,NULL,NULL,TBIT,Ticketing Level,"BUSINESS SERVICES, CURRENCY EXCHANGE",(310) 646-1950,33.94374858,-118.40854606
1808,Hudson Newsstand (Gate 31A),NULL,NULL,Terminal 3,Departure Level,GIFT SHOPS AND NEWS STANDS,310-646-1770,33.946237,-118.407583
1626,ICE Currency Exchange Kiosk,NULL,NULL,Terminal 5,Departure Level,"BUSINESS SERVICES, CURRENCY EXCHANGE",(310) 348-1725,33.941984,-118.404579
454,ICE Currency Exchange Kiosk,Located in LAX  airport.,NULL,Terminal 6,Arrival Level,"BUSINESS SERVICES, INSURANCE, CURRENCY EXCHANGE",310-646-7761,NULL,NULL
452,ICE Currency Exchange Kiosk,Located in LAX  airport.,NULL,Terminal 2,Departure Level,"BUSINESS SERVICES, INSURANCE, CURRENCY EXCHANGE",310-642-9225,33.94585952,-118.40391666
451,ICE Currency Exchange Kiosk,Located in LAX  airport.,NULL,TBIT,North Concourse,"BUSINESS SERVICES, INSURANCE, CURRENCY EXCHANGE",310-417-0364,33.94397816,-118.40869457
1872,Thomas Cook Airlines,NULL,NULL,Terminal 6,Departure Level,AIR CARRIER,(855) 759-3665,NULL,NULL
1617,Virgin Australia,Virgin Australia passengers check-in at Terminal 2. Passengers will be bused from Terminal 2 to the Tom Bradley International Terminal (Terminal B) for departure. Arriving passengers may be met at Terminal B.,Passengers will check in at Terminal 2; walk to Terminal B where flights depart/arrive,Terminal 2,Departure Level,AIR CARRIER,(855) 253-8021,NULL,NULL
1869,Southwest Int'l,NULL,International passengers check in at Terminal 1; will be bused to Terminal B where international flights depart/arrive,TBIT,Departure Level,AIR CARRIER,(800) 435-9792,NULL,NULL
1824,Ethiopian Airlines,NULL,passengers check in at Terminal 6 where flights depart; arrive at Terminal B,Terminal 6,Departure Level,AIR CARRIER,(800) 445-2733,NULL,NULL
1911,Austrian Airlines,NULL,passengers will check in at Terminal B where flights depart; arrivals at Terminal 6,TBIT,Departure Level,AIR CARRIER,(800) 843-0002,NULL,NULL
1736,Norwegian Air Shuttle,NULL,NULL,TBIT,Departure Level,AIR CARRIER,(800) 357-4159,NULL,NULL
517,LATAM,Located in Tom Bradley International Terminal (TBIT).,NULL,TBIT,NULL,AIR CARRIER,(310) 646-1954,NULL,NULL
526,LAX Two Corp.,Management corp. at LAX.,NULL,Terminal 2,NULL,MISCELLANEOUS,(310) 417-0392,NULL,NULL
551,Air Berlin,NULL,NULL,TBIT,NULL,"AIR CARRIER, ALL CARGO AIRLINES",(917) 261-3165,NULL,NULL
334,EVA Air,Located in Tom Bradley International Terminal (TBIT).,NULL,TBIT,NULL,AIR CARRIER,(800) 695-1188,NULL,NULL
376,First Aid Station,Located in Tom Bradley International Terminal.,NULL,TBIT,Departure Level,MEDICAL FACILITIES/MUNICIPAL AGENCIES,(310) 215-6000,NULL,NULL
40,Air China,NULL,NULL,TBIT,NULL,AIR CARRIER,(310) 215-1188,NULL,NULL
43,Air France,NULL,NULL,TBIT,NULL,AIR CARRIER,(310) 646-0035,NULL,NULL
50,Air New Zealand,NULL,NULL,TBIT,NULL,AIR CARRIER,(310) 646-3069,NULL,NULL
924,Fiji Airways,Located in Tom Bradley International Terminal (TBIT).,NULL,TBIT,NULL,AIR CARRIER,(866) 767-2247,NULL,NULL
56,Air Tahiti Nui,Located in Tom Bradley International Terminal (TBIT).,NULL,TBIT,NULL,AIR CARRIER,(310) 258-9913,NULL,NULL
71,Airport Terminal Services,NULL,NULL,Terminal 3,T-3,GROUND HANDLING SERVICES/AIRCRAFT SERVICES,(310) 646-2297,NULL,NULL
79,Alaska Airlines,"At LAX, Mexico International Arrivals are located in the Tom Bradley International Terminal (TBIT).",NULL,Terminal 6,T-6,AIR CARRIER,(310) 665-1454,NULL,NULL
87,All Nippon Airways (ANA),Located in Tom Bradley International Terminal (TBIT).,NULL,TBIT,NULL,AIR CARRIER,(310) 646-1480,NULL,NULL
130,Argenbright ,Security Screening Services provided at LAX.,NULL,Terminal 5,Departure Level,CONTRACT SECURITY SERVICES,(310) 649-1201,NULL,NULL
131,Argenbright ,Security Screening Services provided at LAX., Screening Station,Terminal 7,Departure Level,CONTRACT SECURITY SERVICES,(310) 342-9321,NULL,NULL
1049,Argenbright ,Security Screening Services provided at LAX.,NULL,Terminal 6/7 ,Ticketing Level,CONTRACT SECURITY SERVICES,(310) 342-9573,NULL,NULL
136,Asiana Airlines,Located in Tom Bradley International Terminal (TBIT).,NULL,TBIT,NULL,AIR CARRIER,(310) 646-0300,NULL,NULL
146,Aviation Safeguards (Security Screening),Services provided at LAX.  ,NULL,Terminal 3,Mailing Address,CONTRACT SECURITY SERVICES,(310) 641-4671,NULL,NULL
181,British Airways,Located in Tom Bradley International Terminal (TBIT).,NULL,TBIT,NULL,AIR CARRIER,(310) 846-2015,NULL,NULL
208,Cathay Pacific Airways,Located in Tom Bradley International Terminal (TBIT).,NULL,TBIT,NULL,AIR CARRIER,(800) 233-2742,NULL,NULL
225,China Airlines,Located in Tom Bradley International Terminal (TBIT).,NULL,TBIT,NULL,AIR CARRIER,(800) 227-5118,NULL,NULL
228,China Eastern,Located in Tom Bradley International Terminal (TBIT).,NULL,TBIT,NULL,AIR CARRIER,(626) 583-1500,NULL,NULL
235,China Southern,NULL,NULL,TBIT,NULL,AIR CARRIER,(888) 338-8988,NULL,NULL
1573,Alitalia,NULL,NULL,TBIT,Departure Level-  Tom Bradley International,AIR CARRIER,(800) 223-5730,NULL,NULL
1578,Turkish Airlines,NULL,NULL,TBIT,NULL,AIR CARRIER,(800) 874-8875,NULL,NULL
1579,Iberia Airlines,NULL,NULL,TBIT,NULL,AIR CARRIER,(800) 772-4642,NULL,NULL
1582,Great Lakes Airlines,NULL,NULL,Terminal 6,T-6,AIR CARRIER,(800) 554-5111,NULL,NULL
1520,Qantas QF16 (Departure),NULL,"QANTAS Flights 15, 16, 25, 26, 175, 176 operate from Terminal 4",TBIT,Departure Level,AIR CARRIER,(800) 227-4500,NULL,NULL
1521,Qantas,NULL,NULL,TBIT,NULL,AIR CARRIER,(800) 227-4500,NULL,NULL
1522,Emirates,NULL,NULL,TBIT,Departure Level-  TBIT,AIR CARRIER,(800) 777-3999,NULL,NULL
1615,Transaero,NULL,NULL,TBIT,NULL,AIR CARRIER,(877) 747-1191,NULL,NULL
1843,American Airlines,NULL,American Airlines flight operating from Gates 50A/50B/53A/53B arrive and depart in Terminal 5,Terminal 5,Departure Level,AIR CARRIER,(800) 433-7300,NULL,NULL
1441,Virgin America,NULL,NULL,Terminal 6,T-6,AIR CARRIER,(877) 359-8474,NULL,NULL
1863,InterJet,"InterJet Passengers Terminal 3 for Check-in. Passengers will walk from Terminal 3 to Terminal B for departure.
Departures and Arrivals will operate at Terminal B.","InterJet Passengers Terminal 3 for Check-in. Passengers will walk from Terminal 3 to Terminal B for departure.
Departures and Arrivals will operate at Terminal B.",Terminal 3,Departure Level,AIR CARRIER,(866) 285-8307,NULL,NULL
1551,Volaris,NULL,Passengers check in at Terminal 2; will be bused to Terminal B where flights depart/arrive,Terminal 2,T-2,AIR CARRIER,(866) 988-3527,NULL,NULL
1258,Avianca Airlines,"Avianca Passengers Terminal 3 for Check-in. Passengers will walk from Terminal 3 to Terminal B for departure.
Departures and Arrivals will operate at Terminal B.","Avianca Passengers Terminal 3 for Check-in. Passengers will walk from Terminal 3 to Terminal B for departure.
Departures and Arrivals will operate at Terminal B.",Terminal 3,Departure Level,AIR CARRIER,(800) 284-2622,NULL,NULL
1055,Copa Airlines ,Copa flights check-in at Terminal 3. Guests will walk from Terminal 3 to the Tom Bradley International Terminal (Terminal B) for flight departure. Copa arriving passengers may be met at the Tom Bradley International Terminal (Terminal B), Check-in Terminal 3. Passengers will walk to the Tom Bradley International Terminal (Terminal B) for flight departure.,Terminal 3,T-3,AIR CARRIER,(800) 359-2672,NULL,NULL
739,Southwest Airlines,"Located at LAX and Ontario airports.

LAX - Terminal 1 (T-1)
Ontario - Terminal 4 (T-4)", International passengers check in at Terminal 1; will be bused to Terminal B where international flights depart/arrive.,Terminal 1,NULL,AIR CARRIER,(310) 665-5680,NULL,NULL
256,Copa Airlines ,Copa flights check-in at Terminal 3. Guests will walk from Terminal 3 to the Tom Bradley International Terminal (Terminal B) for flight departure. Copa arriving passengers may be met at the Tom Bradley International Terminal (Terminal B), Check-in Terminal 3. Passengers will walk to the Tom Bradley International Terminal (Terminal B) for flight departure.,TBIT,International Arrivals,AIR CARRIER,(800) 359-2672,NULL,NULL
988,American Airlines,American Airlines International Departures and Arrivals operate in Terminal 4. , American Airlines International Departures and Arrivals operate in Terminal 4.   ,Terminal 4,T-4,AIR CARRIER,(310) 646-3593,NULL,NULL
118,American Eagle,NULL,NULL,Terminal 4,T-4,AIR CARRIER,(310) 646-6500,NULL,NULL
1883,XL Airways France,NULL,NULL,Terminal 6,Departure Level,AIR CARRIER,(877) 496-9889,NULL,NULL
1915,Level Airlines,NULL,NULL,TBIT,Departure Level,AIR CARRIER,(800) 994-0704,NULL,NULL
418,Hawaiian Airlines,NULL,NULL,Terminal 5,NULL,AIR CARRIER,(310) 417-1675,NULL,NULL
36,Air Canada,NULL,NULL,Terminal 6,NULL,AIR CARRIER,(888) 247-2262,NULL,NULL
1550,Jet Blue,NULL,NULL,Terminal 5,T-5,AIR CARRIER,(800) 538-2583,NULL,NULL
1913,Delta Airlines,NULL,NULL,Terminal 2,Departure Level,AIR CARRIER,(800) 221-1212,NULL,NULL
1536,Spirit Airlines,NULL,NULL,Terminal 5,T-5,AIR CARRIER,(801) 401-2222,NULL,NULL
1841,Boutique Airlines,NULL,NULL,Terminal 6,Departure Level,AIR CARRIER,(855) 268-8478,NULL,NULL
391,Frontier Airlines,NULL,NULL,Terminal 5,Departure Level,AIR CARRIER,(801) 401-9000,NULL,NULL
1156,Sun Country,NULL,NULL,Terminal 5,Departure Level,AIR CARRIER,(800) 359-6786,NULL,NULL
1912,Delta Airlines,NULL,NULL,Terminal 3,Departure Level,AIR CARRIER,(800) 221-1212,NULL,NULL
1548,Allegiant Air,NULL,NULL,Terminal 5,T-5,AIR CARRIER,(866)719-3910,NULL,NULL
1836,Hainan Airlines,NULL,NULL,TBIT,Departure Level,AIR CARRIER,(888) 688-8813,NULL,NULL
1864,Qatar Airways,NULL,NULL,TBIT,Departure Level,AIR CARRIER,(877) 777-2827,NULL,NULL
1910,LOT Polish,NULL,NULL,TBIT,Departure Level,AIR CARRIER,(212) 789-0970,NULL,NULL
1903,Sichuan Airlines,NULL,NULL,TBIT,Departure Level,AIR CARRIER,NULL,NULL,NULL
1773,Rolling Stone Bar & Grill,NULL,"Rolling Stone Bar & Grill's menu includes American favorites, small plates, and flatbread pizzas.
",Terminal 7,Departure Level,FOOD AND BEVERAGE FACILITIES,310-258-9775,33.941541,-118.399468
1802,Hudson News,NULL,"Hudson News features a wide array of last minute items for travelers.
",Terminal 7,Departure Level,GIFT SHOPS AND NEWS STANDS,310-216-5832,33.941478,-118.399806
1610,DFS Duty Free,NULL,"DFS Duty Free offers a variety of products for travelers. Domestic passengers are invited to purchase everything but liquor and tobacco.
",Terminal 7,Departure Level,DUTY FREE SHOPS,(310) 348-2620,33.942102,-118.399554
1634,B Grill By BOA Steakhouse,NULL,"B Grill serves up classic sandwiches and burgers as well as an assortment of fish and steak entrees.
",Terminal 7,Departure Level,FOOD AND BEVERAGE FACILITIES,213-235-0248,33.94187381840336,-118.39978509650825
1653,Bartel's Harley Davidson Store,NULL,"Bartel's Harley Davidson Store offers a wide assortment of apparel, handbags, and Harley gear.
",Terminal 7,Departure Level,GIFT SHOPS AND NEWS STANDS,(310) 568-8840,33.941982,-118.399821
1620,Klatch Coffee,NULL,"Klatch is one of the few airport coffee shops to serve up drip coffee one cup at a time.
",Terminal 7,Departure Level,FOOD AND BEVERAGE FACILITIES,(424) 702-1141,33.942240754913946,-118.39994446627042
1821,Sunset News,NULL,"Shop for snacks, souvenirs, and more at Sunset News.
",Terminal 6,Departure Level,GIFT SHOPS AND NEWS STANDS,424-227-8469,33.94225258,-118.40211076
1879,The Wine Bar by Wolfgang Puck,NULL,"Enjoy a cocktail and order from the neighboring Wolfgang Puck food options at The Marketplace Bar.
",Terminal 6,Departure Level,FOOD AND BEVERAGE FACILITIES,310-654-6951,33.94185126,-118.40221077
1878,The Kitchen by Wolfgang Puck,NULL,"The Kitchen Counter features freshly made sandwiches, salads, and grab & go snacks.
",Terminal 6,Departure Level,FOOD AND BEVERAGE FACILITIES,310-654-6951,33.94171886,-118.40218645
1880,Wpizza by Wolfgang Puck,NULL,"WPizza by Wolfgang Puck, features neapolitan pizza.
",Terminal 6,Departure Level,FOOD AND BEVERAGE FACILITIES,310-654-6951,33.94162784,-118.40216843
1739,DFS Duty Free,NULL,"Shop for Duty Free favorites at DFS.
",Terminal 6,Departure Level,DUTY FREE SHOPS,(310) 338-0027,33.94145291,-118.40191488
1833,MAC Cosmetics,NULL,"M.A.C. is well known for their line of cosmetics.
",Terminal 6,Departure Level,GIFT SHOPS AND NEWS STANDS,(424) 227-9503,33.94136058,-118.40207637
1849,MARKET 8600,NULL,"Shop for a range of snacks, Los Angeles souvenirs, and more at Market 8600.
",Terminal 6,Departure Level,GIFT SHOPS AND NEWS STANDS,424-227-7941,33.94139594,-118.40194406
1845,Tumi,NULL,"Shop at Tumi for exceptional quality luggage and handbags.
",Terminal 6,Departure Level,GIFT SHOPS AND NEWS STANDS,310-590-1100,33.94130088,-118.40210053
1875,Belkin,NULL,"Shop for forgotten phone accessories at the Belkin kiosk.
",Terminal 6,Departure Level,GIFT SHOPS AND NEWS STANDS,424-312-1179,33.9411972,-118.40210431
1890,Earthbar,NULL,"Earthbar offers healthy snacks, smoothies, and grab & go food options.
",Terminal 6,Departure Level,FOOD AND BEVERAGE FACILITIES,310-646-1770,33.941261501252896,-118.40208277045076
1887,Point the Way Cafe,NULL,"Golden Road's Point the Way Cafe features flatbreads, sandwiches, and craft beers.
",Terminal 6,Departure Level,FOOD AND BEVERAGE FACILITIES,310-646-2480,33.94105334,-118.40218998
1857,Osteria by Fabio Viviani,NULL,"Osteria by Fabio Viviani, serves up Italian appetizers, paninis, and pasta dishes.
",Terminal 6,Departure Level,FOOD AND BEVERAGE FACILITIES,424-227-9897,33.94119456,-118.40180612
1914,Peet's Coffee,NULL,"Peet's is well known for their fresh roasted, dark roast.
",Terminal 6,Departure Level,FOOD AND BEVERAGE FACILITIES,424-227-9897,33.94106146712913,-118.40176471079434
